"","species_id","bwg_name","domain","kingdom","phylum","subphylum","class","subclass","ord","subord","family","subfamily","tribe","genus","species","functional_group","BS1","BS2","BS3","BS4","BS5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","MD1","MD2","MD3","MD4","MD5","MD6","MD7","MD8","BF1","BF2","BF3","BF4","stage","length_mm","biomass_type","biomass_mg","provenance","provenance_species","closest_relative","num_relatives","shared_taxon","r_squared","sample_size","intercept","slope","abundance","ln_intercept"
"968","5496","Coleoptera.64","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Hydrophilidae",NA,NA,NA,NA,"engulfer",0,1,1,3,0,1,0,3,3,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"969","5501","Diptera.423","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Meromacrus",NA,"gatherer",0,3,0,1,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"970","5506","Diptera.495","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"971","5511","Diptera.496","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"972","5516","Diptera.146","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Eristalis",NA,"gatherer",0,0,0,0,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"973","5521","Diptera.143","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"974","5526","Diptera.470","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"975","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.02,"dry",0.402460178315453,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"976","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.86,"dry",0.579508636345012,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"977","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.72,"dry",0.549801466269696,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"978","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",1.38,"dry",0.269915163782751,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"979","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.75,"dry",0.769893136789074,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"980","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",9,"dry",1.92786761469438,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"981","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.42,"dry",0.486397618751452,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"982","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.77,"dry",0.560402852685841,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"983","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.26,"dry",0.66476488977711,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"984","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",1.14,"dry",0.220917352515958,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"985","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.36,"dry",0.686160935554749,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"986","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.56,"dry",0.729044885432826,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"987","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.41,"dry",0.696870601377687,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"988","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.16,"dry",0.643400648589677,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"989","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.51,"dry",0.718312679640647,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"990","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.91,"dry",0.590135624353515,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"991","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",2.22,"dry",0.4443371123881,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"992","5531","Diptera.355","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",3.46,"dry",0.707587884333319,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"993","5536","Diptera.487","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"994","5541","Diptera.145","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,NA,NA,"gatherer",0,2,3,2,1,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,"larva",6,"dry",1.26022390121146,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"995","5546","Acari.4","Eukaryota","Animalia","Arthropoda","Chelicerata","Arachnida","Acari",NA,NA,NA,NA,NA,NA,NA,"piercer",0,3,0,0,0,0,2,3,3,0,0,0,0,0,3,0,0,3,0,0,NA,NA,NA,NA,"adult",0.75,"dry",0.0054,"length.raw","related","Diptera.15;Diptera.113;Diptera.102;Ostracoda.4;Coleoptera.30",85,"phylum",NA,NA,NA,NA,1,NA
"996","5551","Coleoptera.3","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera",NA,NA,NA,NA,NA,NA,"engulfer",1,1,1,1,0,1,1,2,2,1,1,0,0,0,1,1,1,3,0,0,0,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"997","5556","Diptera.169","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Meromacrus",NA,"gatherer",0,3,0,1,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"998","5561","Diptera.193","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Palpada",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,"larva",7,"dry",1.48129169761522,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"999","5561","Diptera.193","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Palpada",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,"larva",12,"dry",2.6065971727587,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"1000","5561","Diptera.193","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Palpada",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,"larva",17,"dry",3.75557290158991,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"1001","5561","Diptera.193","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Palpada",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,"larva",8,"dry",1.70390126007769,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"1002","5566","Diptera.227","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Quichuana",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,"larva",14,"dry",3.06384504160177,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"1003","5571","Diptera.244","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1004","5576","Diptera.8","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,NA,NA,"gatherer",0,2,3,2,1,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1005","5581","Diptera.147","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Eristalis",NA,"gatherer",0,0,0,0,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1006","5586","Diptera.167","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae",NA,NA,NA,"shredder",0,0,0,3,1,0,0,0,1,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1007","5591","Diptera.202","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Syrphinae",NA,"Pipiza",NA,"gatherer",0,0,0,0,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1008","5596","Diptera.242","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1009","5601","Diptera.309","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Xilota",NA,"gatherer",0,0,0,0,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1010","5606","Coleoptera.60","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Lampyridae",NA,NA,NA,NA,"piercer",0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0,0,3,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1011","5611","Diptera.243","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1012","5616","Diptera.310","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1013","5621","Diptera.82","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae","Eristalinae",NA,"Copestylum",NA,"gatherer",0,0,0,3,0,0,1,0,3,1,0,0,0,2,2,0,0,0,0,0,0,0,1,2,"larva",8,"dry",1.70390126007769,"length.interpolate","related","Diptera.495",4,"family",0.251297987894178,57,-0.715434199150948,1.04848756699658,1,NA
"1014","5626","Diptera.241","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Syrphidae",NA,NA,NA,NA,"gatherer",0,1,1,2,3,0,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1015","5631","Diptera.249","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Stratiomyidae","Hermetiinae",NA,"Hermetia",NA,"gatherer",0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA
"1016","5636","Diptera.250","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",25,"dry",56.2767899519595,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1017","5636","Diptera.250","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",11,"dry",5.30595733456469,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1018","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.91,"dry",0.115785778678548,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1019","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.62,"dry",0.0856083598886822,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1020","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",5.48,"dry",0.715049829197666,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1021","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.57,"dry",0.0809927502367766,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1022","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.77,"dry",0.100476075775487,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1023","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3.51,"dry",0.198533218241329,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1024","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.23,"dry",0.00972577005785219,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1025","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1.33,"dry",0.0121777516684934,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1026","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",4.99,"dry",0.54616659611777,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1027","5641","Diptera.251","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2.86,"dry",0.110155157551759,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1028","5646","Diptera.252","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3,"dry",0.126387679063674,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1029","5646","Diptera.252","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",2,"dry",0.0393730788142658,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1030","5646","Diptera.252","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",4,"dry",0.289118586885305,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1031","5646","Diptera.252","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",6,"dry",0.928071369348014,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1032","5646","Diptera.252","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",1,"dry",0.00536194975222875,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1033","5646","Diptera.252","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",5,"dry",0.549320780545519,"length.interpolate","related","Diptera.253",2,"family",0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1034","5651","Diptera.253","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",12.84,"dry",8.27898164377595,"length.interpolate","exact",NA,NA,NA,0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1035","5651","Diptera.253","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",16.69,"dry",17.6023886560109,"length.interpolate","exact",NA,NA,NA,0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
"1036","5651","Diptera.253","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Brachycera","Tabanidae",NA,NA,NA,NA,"piercer",0,0,0,1,3,0,1,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,"larva",3.51,"dry",0.198533218241329,"length.interpolate","exact",NA,NA,NA,0.919754736336937,7,-2.27067726018381,2.87637992503096,1,NA
